word	when	label	sentences
ours...	3 After	Not a Complaint	RT @SecretFlying: **UPDATE** SUMMER: Huge sale from the USA to Europe from only $326 roundtrip with @United	 @Delta or @AmericanAir. https://t.co/xJwpia4IsS https://t.co/Q8tYbMlUYQ
helping.	3 After	General Negative Complaint	QT @ScottKolat: RT @_yellow_paiges_: 😂😂😂😂 https://t.co/7fm1aSj1ek ; Once again @united has done it! Passengers can't find room for luggage because flight attendants fill the bins with all their bags? Why? https://t.co/NuVJdrWcqt
suitcase.	3 After	Not a Complaint	@Navang25 @united Customer is not always right. U hv no right to put a person on Twitter bc you disagree. Ur whats wrong w air travel #escalate #united
@HAJ_Spotting:	3 After	General Negative Complaint	RT @KelseyKlemme: @united @carterjwm @Wendys Are you going to knock him out as part of the experience?
Video:	3 After	Not a Complaint	RT @airfarewatchdog: #Newark #EWR #NYC to #Dallas #DFW $77 round-trip	 nonstop	 on @United https://t.co/ZhVIksbQvi #airfare https://t.co/77zYohq87Y
@Airport_FRA	3 After	Low Intensity Complaint	RT @airfarewatchdog: #Newark #EWR #NYC to #Dallas #DFW $77 round-trip	 nonstop	 on @United https://t.co/ZhVIksbQvi #airfare https://t.co/77zYohq87Y
@NYJJIM:	3 After	General Negative Complaint	#kansascity mom humiliated	 shamed after being forced to pee in cup on a @united flight	 she says https://t.co/HaobJDadia https://t.co/c7zPlxM6Mh
boost	3 After	Low Intensity Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
baltimore.	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
"compensation"	3 After	Low Intensity Complaint	At the airport and passed the @united sign and I remembered that time their employee told me he hated his "fucking job"
lie.	3 After	General Negative Complaint	At the airport and passed the @united sign and I remembered that time their employee told me he hated his "fucking job"
Sad!	3 After	High Intensity Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
UA994	3 After	Not a Complaint	@ckjbg @kyletiney @fer_jz @Navang25 @united @AmericanAir @Delta That is not an arresting offense	 he is fine to take as long as necessary to accomplish his business just like everyone else.
UA814	3 After	Not a Complaint	@united https://t.co/a1jjNiRjNq
soars?	3 After	Low Intensity Complaint	I had to pee in a cup on a United Airlines flight	 mom says @united https://t.co/GN7gXLGopt via @cbsnews
Q&A	3 After	Not a Complaint	@united just did
Bujeker	3 After	Not a Complaint	QT @Navang25: Fly the friendly skies!! https://t.co/5KOrOjCh7b ; I guess @united harassment isn't limited to the unfriendly skies. #unacceptable #united #lackofcustomerservice https://t.co/A5P6A8XJjC
UA425	3 After	Not a Complaint	@Squilled @united https://t.co/BE1ecgBaGG
Operational	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
Difficulties.	3 After	Not a Complaint	@RT_com @united: OK	 OK	 no	 it died of boredom.
America?	3 After	Not a Complaint	@RT_com @united: OK	 OK	 no	 it died of boredom.
🇺🇸🇺🇸🇺🇸🇺🇸	3 After	Not a Complaint	@united Hey	 trying to lookup a reservation and keep getting errors. Can you please look into it?
@ATCmemes	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
rodeo.	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
👍🏽	3 After	General Negative Complaint	QT @airfarewatchdog: Not willing to fly United...even for this stellar fare. https://t.co/ZKyEjjYrbz ; Los Angeles #LAX to #Lyon #LYS #France $354 round-trip on @United https://t.co/RQGvO41aLX #airfare https://t.co/XPwcSERkLT
Aaaand	3 After	Not a Complaint	@bessbell Maybe we should buy him a ticket on @united
filled	3 After	High Intensity Complaint	@RazzleKoehler @mikeytrapp @JohnJHarwood @davidfrum No	 @united reaccommodated it	 and he's no longer with us
voicemail?	3 After	Low Intensity Complaint	@RazzleKoehler @mikeytrapp @JohnJHarwood @davidfrum No	 @united reaccommodated it	 and he's no longer with us
online.	3 After	Not a Complaint	@Navang25 @united Nothing to see here. This was a waste of my time looking at this.
@StevenLouis93:	3 After	General Negative Complaint	I like how ever since that @United incident it seems like nightmare airline stories have gotten worse https://t.co/eRa5r7JNhp
@imTrapo	3 After	General Negative Complaint	RT @airfarewatchdog: Los Angeles #LAX to #Lyon #LYS #France $354 round-trip on @United https://t.co/RQGvO41aLX #airfare https://t.co/XPwcSERkLT
purchased?	3 After	High Intensity Complaint	@united Titles for MMA am I right
Cameroon	3 After	High Intensity Complaint	QT @united: BRUH NO THEY WILL DRAG YOU https://t.co/F0pfO6nT2S ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
#BlackHistoryMonth	3 After	Not a Complaint	@pchekuri @united the united special
analysts	3 After	Not a Complaint	Now the gate attendent is walking around asking for volunteers to give up seat on @united	 price went from $500 to $1000 Someone volunteered
recalls	3 After	Not a Complaint	RT @SecretFlying: CRAZY HOT!! SUMMER: New York to Dallas (& vice versa) for only $64 roundtrip with @United https://t.co/Q4DkFhvaZA https://t.co/ScwPvJKmOa
multicultural	3 After	Not a Complaint	RT @SecretFlying: SUMMER: New York to Palma de Mallorca	 Spain from only $330 roundtrip with @United. https://t.co/0akNj8j59L https://t.co/nCTGv7VB80
journey.…	3 After	Not a Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
#unitedclub	3 After	General Negative Complaint	@united still haven't had a response to the direct message I sent you!
LA;	3 After	High Intensity Complaint	@united still haven't had a response to the direct message I sent you!
suggest	3 After	High Intensity Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
phones	3 After	High Intensity Complaint	QT @united: Stop. This is pathetic https://t.co/SFxBJxArHn ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
Quiet	3 After	High Intensity Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
Club?…	3 After	Not a Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
#lostbag	3 After	Low Intensity Complaint	QT @destinysmusic: RT @r0lls: u want ur plane falling out the air? didnt think so lmao https://t.co/08bIVbN4y9 ; . @united is the worst airline I've experienced by far. Flight has been delayed 4 times due to "mechanical difficulties" on two planes now..
#lostluggage	3 After	General Negative Complaint	QT @destinysmusic: RT @r0lls: u want ur plane falling out the air? didnt think so lmao https://t.co/08bIVbN4y9 ; . @united is the worst airline I've experienced by far. Flight has been delayed 4 times due to "mechanical difficulties" on two planes now..
Plan:	3 After	Not a Complaint	@DisguiseDevilin @ReporterPhoenix @united I worked too long in CS to know there are two sides to each story
✈️…	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
payments	3 After	High Intensity Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
@Leokav10:	3 After	General Negative Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@ManUtdSpares	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@MUFC_Tickets_	3 After	Not a Complaint	RT @Mackaii: @united @carterjwm @Wendys https://t.co/v0c2Y9kqKC
ground🔴🇾🇪	3 After	General Negative Complaint	QT @united: PR guy: " Leave it to me	 I know EXACTLY how to turn our image around." https://t.co/HWsbbxKpa4 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
shock!	3 After	Not a Complaint	QT @united: LOL WOOOOW https://t.co/BOfJMKzzX8 ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
rank	3 After	General Negative Complaint	QT @united: Who thought this was a good idea? 🙈 https://t.co/kcXP5D5omM ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
U.S.-based	3 After	General Negative Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@thepointsguy:…	3 After	General Negative Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@Rob819	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
#oldwayisthebestway	3 After	Not a Complaint	QT @united: this is honestly so sad https://t.co/qoH5hfcqII ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
@AlisonRosen	3 After	Low Intensity Complaint	RT @Doognarism: @united @carterjwm @Wendys IT'S A TRAP THEY'LL "REACCOMODATE" YOU AND TAKE YOUR NUGGS
@TheHashtagAL	3 After	Not a Complaint	RT @Doognarism: @united @carterjwm @Wendys IT'S A TRAP THEY'LL "REACCOMODATE" YOU AND TAKE YOUR NUGGS
@jennakimjones	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
vindicated	3 After	Not a Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
Everytime!	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
exciting	3 After	Not a Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
#CMI	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
#Ord	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
@aaronindenver	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
Bro.	3 After	General Negative Complaint	QT @BoingBoing: RT @xeni: News. Yes	 @united again. https://t.co/69CIjODAVU ; United passenger was forced to urinate in plastic cup https://t.co/4WXeClMZUj https://t.co/WNvcqPlGDi
there!	3 After	General Negative Complaint	QT @united: so you can drag him out the plane? yeeT https://t.co/8A8uOS7XSV ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@KaitHarrisonxo:	3 After	High Intensity Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@joannavolavka:	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
bogus	3 After	Low Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
huddle	3 After	High Intensity Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
agencies	3 After	Not a Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
FTR	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
intl.	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
unparalleled	3 After	Not a Complaint	QT @united: Gonna keep this short: too soon @united. https://t.co/PMQfEMW2ab ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
unorderly	3 After	General Negative Complaint	RT @evepeyser: @united @Wendys wanna give the guy u beat up a free flight too? maybe more than 1?
effort?	3 After	Not a Complaint	@imjustdiane @united lmfao
@SheriForHouston:	3 After	Not a Complaint	QT @united: Just so Im clear on this I just spent $400 to book a flight a month out and u will not allow me to pay for an upgrade to sit next to my gf?? https://t.co/R8UfdEMrWs ; @IamAdamKuhn Hey	 Adam. Basic Economy fares are not eligible for upgrade. You can learn about all the conditions here: https://t.co/Egenw53QCr. ^TY
Yes!!!	3 After	Not a Complaint	RT @evepeyser: @united @Wendys wanna give the guy u beat up a free flight too? maybe more than 1?
grateful!	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
$536	3 After	High Intensity Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
(PHX)	3 After	High Intensity Complaint	@Variety_DSCohen I hope your daughter can get to a peace of mind soon. @united	 this is your time to make it right	 do SOMETHING
(PTY):	3 After	Not a Complaint	QT @united: But what's the point. Wendy's is only in America. https://t.co/p3ctakNHdm ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
Exeter	3 After	Low Intensity Complaint	QT @united: But what's the point. Wendy's is only in America. https://t.co/p3ctakNHdm ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
possible?	3 After	Not a Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
cause!	3 After	Not a Complaint	@united Moms must pee in cups on united
#jailbreak	3 After	General Negative Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
#ExeterRAG	3 After	High Intensity Complaint	RT @blader: @united @Wendys Yo @United how many retweets to not get assaulted by you on my next flight?
@Richard_Kadrey:	3 After	General Negative Complaint	RT @cruisingheights: @United Agent Cancels Man's Ticket For Taping Her https://t.co/BtOBmgu6Ar
downgraded.	3 After	Not a Complaint	@Delta Yup. Thanks for valuing my time so little. Even @united has an email for FFs to submit feedback.
Amazed	3 After	Not a Complaint	@united you had one job today #cantgetitrightfindanotherbusiness #thenon-delaydelay https://t.co/y4IZQhdm3P
speed	3 After	Not a Complaint	@DrewMcWeeny @Delta @united @SouthwestAir You'd be surprised (or not?) how many dead people you already fly with	 so...yeah.
#ua973	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
am!	3 After	High Intensity Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
Denpasar	3 After	High Intensity Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
$1720!!!	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
listed	3 After	Low Intensity Complaint	RT @THOTHEANCIENT: @united @Wendys "And I will gladly re-accommodate you when needed. Please try not to choke on our hospitality." D. Vader Sith Lord VP UA Customer Service https://t.co/c6TXbvT7hv
minute!?	3 After	General Negative Complaint	@united @carterjwm @Wendys Don't fall for it @carterjwm !! United will knock your teeth out and you'll have to gum your nuggets!
7.40	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
Beware	3 After	General Negative Complaint	QT @united: RT @nickwhitmore1: 5 RTs and you put me in a boxing class to get ready for one of your flights https://t.co/dkt7aLR6PW ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
redeeming	3 After	Low Intensity Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
cards!!!	3 After	Not a Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
redeemed	3 After	High Intensity Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
ZERO	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
resolution.	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
$159	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
Bought	3 After	Not a Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
account.	3 After	High Intensity Complaint	QT @subzerov690: RT @terrencehoward: Appalling... @united you should be ashamed!!! I'm sure you won't have a problem with overbooked flights anymore. https:… ; This is appalling. Sickening to treat people in such a way. Definitely time to boycott #unitedAIRLINES https://t.co/5OjDXL7KwJ
@TravelPaso:	3 After	High Intensity Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
@oursiaupdates	3 After	High Intensity Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
8th	3 After	General Negative Complaint	My last four flights with @united have all been delayed. Good reminder to never fly them again. Seriously this is ridiculous.
directly	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
@VisitSLOC	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
#RegionalAirport	3 After	Low Intensity Complaint	RT @NateOhl: @united @Wendys Carter Wilkerson	 a professional retweeter by trade #nuggsforcarter https://t.co/zghC3YLk8G
fr…	3 After	Not a Complaint	RT @NateOhl: @united @Wendys Carter Wilkerson	 a professional retweeter by trade #nuggsforcarter https://t.co/zghC3YLk8G
UA4237	3 After	Not a Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
ORD-RIC.	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
row.	3 After	Low Intensity Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
RIC-IAD	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
IAD-DTW(luggage)	3 After	High Intensity Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
DTW-ORD.	3 After	Not a Complaint	Luckily I fly @SouthwestAir and not @united! https://t.co/5d6vZXeQqe
#firstclassnotworthit	3 After	General Negative Complaint	Luckily I fly @SouthwestAir and not @united! https://t.co/5d6vZXeQqe
expired	3 After	General Negative Complaint	RT @ElalcaldeRafa: @united @carterjwm @Wendys Can't wait to see you get dragged out of the plane with a bag full of #nuggz
2/28and	3 After	General Negative Complaint	RT @Doognarism: @united @carterjwm @Wendys IT'S A TRAP THEY'LL "REACCOMODATE" YOU AND TAKE YOUR NUGGS
today???	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
petty.	3 After	Not a Complaint	We r waiting at the gate and some dude stunk up the plane in the bathroom. @united #flightUA4573
captains	3 After	Low Intensity Complaint	How hard is it going to be to transfer my Air New Zealand flight miles after the fact? I need that 1k status	 @united 🏅😁
Fear	3 After	Not a Complaint	QT @united: RT @RyanNewYork: Why are you threatening @carterjwm? https://t.co/bJXz9Wu2jX ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
separating	3 After	General Negative Complaint	@ElalcaldeRafa @united @carterjwm @Wendys He could write a book	 "Not without my #nuggz"
🖕🏽	3 After	High Intensity Complaint	QT @united: RT @the_ironsheik: HELLO CARTER. DM ME SO I CAN BREAK YOUR FUCKING NECK MAKE YOU MORE FAMOUS JABRONI https://t.co/bX6NPtY7e8 ; Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys! DM to get the ✈ rolling https://t.co/3prDeaQdbL
@aviel	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
PINs.	3 After	General Negative Complaint	@wombatlove42 @united If crew aren't strapped-in	 it's not turbulence. Confining passengers to seats for extended periods is solely for employee convenience.
usernames.	3 After	Not a Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
log	3 After	High Intensity Complaint	QT @united: RT @united: Hey @carterjwm	 congrats on your world record! It’s time to decide where in the world you’d like to visit a @Wendys… ; If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we serve. Good luck! https://t.co/igxnPg1JUF
intending	3 After	Not a Complaint	QT @carterjwm: RT @united: If you get the 18 million RTs	 we'll give you a free flight to take you to any @Wendys in the world in a city we se… ; HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3
clam	3 After	Not a Complaint	@united hey guys I know it's been rough with u lately but my family loves ur airline and I'm afraid to fly .. any chance I get free flights?
chowder.	3 After	Low Intensity Complaint	@united I'm scared2 fly n only flew once as a baby but if u wanna help me through my struggles I would love to be a spokesmen 4 ur gr8 comp😋
like?	3 After	General Negative Complaint	RT @blader: @united @Wendys Yo @United how many retweets to not get assaulted by you on my next flight?
modern	3 After	General Negative Complaint	RT @KeeganAllen: What a surprise @united 	 you don't even have to have people ON your airplanes to fuck their day up
luring	3 After	High Intensity Complaint	RT @KeeganAllen: What a surprise @united 	 you don't even have to have people ON your airplanes to fuck their day up
@FlyFromCOU	3 After	High Intensity Complaint	RT @brianreynolds13: @united @carterjwm @Wendys https://t.co/wLF5O2BAjD
